Category,Average Cosine Similarity,Average Price Difference,Average Similar Product Price
tech,0.6126668259243014,-189.75147727272727,4314.954900990098
schoolsup,0.8576894317858009,131.31645833333334,130.2889603960396
toys,0.7321395118867162,215.8060465116279,382.1019306930693
bath,0.42650876726055575,117.63178571428571,177.86049504950495
fashion,0.46879237003743973,158.35343749999998,161.7642079207921
